row,col,x_km,y_km,lat,lon,depth_m,pressure_atm,biome,temperature_c,light_intensity,terrain_roughness
0,0,0.0,0.0,-12.34,145.67,880.7385923804425,86.5086012019847,slope,13.254194289307653,0.8241802010885082,0.44795258899460466
0,1,1.0,0.0,-12.34,145.67922207006183,902.6644096201251,88.63732132234223,slope,13.224826918011468,0.8210479414828392,0.37828130599067095
0,2,2.0,0.0,-12.34,145.68844414012366,947.7689979825558,93.01640757112192,slope,13.13111484926748,0.8146044288596348,0.3364977491610444
0,3,3.0,0.0,-12.34,145.6976662101855,1173.485001095025,114.93058263058494,slope,12.79868026800808,0.7823592855578535,0.3681282242471768
0,4,4.0,0.0,-12.34,145.70688828024734,1228.4558856096103,120.26756170967089,slope,12.801248002907156,0.7745063020557699,0.5253839152341483
0,5,5.0,0.0,-12.34,145.71611035030918,2015.9326349497626,196.72161504366625,seamount,11.338073753164265,0.6620096235786053,0.5945942791463599
0,6,6.0,0.0,-12.34,145.72533242037102,2034.636110733481,198.53748647897874,seamount,11.384169120237338,0.6593376984666455,0.46536667654402625
0,7,7.0,0.0,-12.34,145.73455449043286,1302.7940467677054,127.48485890948595,slope,12.685284756904199,0.7638865647474706,0.3055749102178709
0,8,8.0,0.0,-12.34,145.7437765604947,1078.3965186963678,105.69869113556969,slope,13.151394275016415,0.7959433544719474,0.22323688535426894
0,9,9.0,0.0,-12.34,145.75299863055653,1167.7626799914203,114.37501747489517,slope,12.871563530541739,0.7831767600012256,0.27464186624932363
0,10,10.0,0.0,-12.34,145.76222070061837,1378.296468212026,134.81519108854621,slope,12.535553918858819,0.7531005045411391,0.27673361659489387
0,11,11.0,0.0,-12.34,145.7714427706802,1418.8079546533352,138.7483451119743,slope,12.425948436685243,0.7473131493352378,0.40469667204268667
0,12,12.0,0.0,-12.34,145.78066484074205,1519.810366427177,148.5544045074929,seamount,12.224303047309586,0.732884233367546,0.5167003262359856
0,13,13.0,0.0,-12.34,145.7898869108039,1590.6751598920505,155.43448154291752,seamount,12.068804310844635,0.7227606914439928,0.4458846856966524
0,14,14.0,0.0,-12.34,145.79910898086573,1607.2519907137512,157.04388259356807,seamount,11.98136238692773,0.7203925727551783,0.3675189503310819
0,15,15.0,0.0,-12.34,145.80833105092756,1647.113381919637,160.91392057472203,seamount,11.88385724757776,0.7146980882971947,0.33284839326531446
0,16,16.0,0.0,-12.34,145.8175531209894,1721.0394386908793,168.09120763989117,seamount,11.755665401886871,0.70413722304416,0.3777644710648617
0,17,17.0,0.0,-12.34,145.82677519105124,1829.9347870415816,178.6635715574351,seamount,11.451490394307468,0.6885807447083454,0.2742049642182998
0,18,18.0,0.0,-12.34,145.83599726111308,1885.905170936624,184.0975894113227,seamount,11.390526918848726,0.6805849755804823,0.3886036624188045
0,19,19.0,0.0,-12.34,145.84521933117492,1890.5758762990674,184.55105595136575,seamount,11.29746549155589,0.679917731957276,0.4921634994633018
0,20,20.0,0.0,-12.34,145.85444140123676,1933.898646637715,188.75715015900144,seamount,11.3079644392183,0.6737287647660406,0.6589805834673708
0,21,21.0,0.0,-12.34,145.8636634712986,2018.0916387380548,196.93122706194706,seamount,11.096175631982549,0.6617011944659921,0.7923752230885986
0,22,22.0,0.0,-12.34,145.87288554136043,2248.6513926509874,219.31566918941624,seamount,10.72294570017644,0.6287640867641446,0.7568848160311535
0,23,23.0,0.0,-12.34,145.88210761142227,2436.241687579163,237.52831918244303,seamount,10.397622695140036,0.6019654732029767,0.6462241036314121
0,24,24.0,0.0,-12.34,145.8913296814841,2447.253246191989,238.59740254291154,seamount,10.586159435500537,0.6003923934011444,0.6184693897188105
0,25,25.0,0.0,-12.34,145.90055175154595,2359.290399022124,230.05732029341007,seamount,10.755075636288918,0.6129585144254108,0.629164558103249
0,26,26.0,0.0,-12.34,145.90977382160779,2271.1771153107943,221.50263255444602,seamount,10.845852278021285,0.6255461263841722,0.6133459810921567
0,27,27.0,0.0,-12.34,145.91899589166962,2305.61712613095,224.84632292533493,seamount,10.641785637948841,0.6206261248384357,0.4241185670195093
0,28,28.0,0.0,-12.34,145.92821796173146,2427.3001807594096,236.66021172421452,seamount,10.396672450052135,0.6032428313200843,0.4440489301906927
0,29,29.0,0.0,-12.34,145.9374400317933,2638.7056681179206,257.1850163221282,seamount,10.147311363343304,0.5730420474117256,0.3998214189290106
0,30,30.0,0.0,-12.34,145.94666210185514,2665.6322368104147,259.79924629227327,seamount,10.174473765965296,0.5691953947413693,0.2693511193708995
0,31,31.0,0.0,-12.34,145.95588417191698,2806.6979299569366,273.4949446560132,seamount,10.037479072952861,0.5490431528632947,0.2756729130458786
0,32,32.0,0.0,-12.34,145.96510624197882,2729.474989846427,265.9975718297502,seamount,10.176357819472255,0.5600750014505104,0.26266577860103746
0,33,33.0,0.0,-12.34,145.97432831204065,2812.4176197329175,274.05025434300165,seamount,9.981527497278284,0.5482260543238688,0.37679659536241605
0,34,34.0,0.0,-12.34,145.9835503821025,2932.874042718441,285.7450526911108,seamount,9.659360614055162,0.5310179938973655,0.48129894368391324
0,35,35.0,0.0,-12.34,145.99277245216433,3016.6591303197574,293.8795272155104,seamount,9.392992643358845,0.519048695668606,0.6153152737265319
0,36,36.0,0.0,-12.34,146.00199452222617,3003.3499781276887,292.5873765172513,seamount,9.33294003174103,0.5209500031246159,0.4573183419628508
0,37,37.0,0.0,-12.34,146.011216592288,3059.1575986022312,298.005592097304,seamount,9.251197191410396,0.5129774859139669,0.4435312539891849
0,38,38.0,0.0,-12.34,146.02043866234985,3114.4002274726654,303.3689541235597,seamount,9.158336839583377,0.5050856817896192,0.5522305989420637
0,39,39.0,0.0,-12.34,146.02966073241168,3223.976384230488,314.00741594470753,seamount,9.019389620035529,0.4894319451099303,0.5647386159380214
0,40,40.0,0.0,-12.34,146.03888280247352,3270.335591300984,318.508309835047,seamount,8.997178654756324,0.4828092012427166,0.5949052410235662
0,41,41.0,0.0,-12.34,146.04810487253536,3290.82241220607,320.49732157340486,seamount,8.938185300585065,0.47988251254198994,0.4384493533851701
