row,col,u_mps,v_mps,speed_mps,stability,flow_direction
0,0,0.7352005843843631,0.30221777541572714,0.7948933784202382,medium,
0,1,0.6945474231645077,0.30850159669927946,0.75997984064741,medium,
0,2,0.6460999569200423,0.30927300715888306,0.7163064618507774,low,
0,3,0.6526943625781026,0.23879518922711113,0.6950058081334627,low,
0,4,0.6052231692729348,0.2135265748425238,0.6417855426766448,medium,
0,5,0.5756162264523663,0.15463476633157064,0.5960251262435848,medium,
0,6,0.5840784400932839,0.25221488319278235,0.6362074909066638,high,
0,7,0.6168274857832753,0.22631798903466907,0.6570357519788503,high,
0,8,0.7061464543901954,0.17128937849903106,0.7266242951033419,medium,
0,9,0.7179733134525091,0.19633738443368398,0.7443346339894678,medium,
0,10,0.6814200738435194,0.2896197020564329,0.7404139982848545,medium,
0,11,0.709178551963105,0.29383300644854926,0.767640576209387,medium,
0,12,0.66502482505431,0.20476002320468623,0.6958338056183382,medium,
0,13,0.7189359013483213,0.24745512743864367,0.7603307637753444,medium,
0,14,0.7186789543901207,0.24238053397258105,0.7584508967178499,medium,
0,15,0.7379340126546318,0.2718927924347252,0.7864300970909741,medium,
0,16,0.7053145397609609,0.28798829140221727,0.761843721496072,high,
0,17,0.7061607566534485,0.23980233274392707,0.7457668355637704,high,
0,18,0.7033141853037586,0.3250307341849523,0.7747875976125966,high,
0,19,0.6624241325866965,0.22401812507143576,0.6992780933175003,medium,
0,20,0.7084594285735488,0.10016340081204127,0.7155050445643225,medium,
0,21,0.6788170228782217,0.11514843957220784,0.6885141347025249,low,
0,22,0.6806580044259539,0.26647501928412776,0.7309611856258842,low,
0,23,0.611775747423391,0.25572546166953947,0.663072452211331,low,
0,24,0.645960548507951,0.1843273153995739,0.671745181918789,low,
0,25,0.5919538449373576,0.19827726257124606,0.6242781650745668,low,
0,26,0.5643009395659132,0.20350045119740462,0.5998733066510958,medium,
0,27,0.5381577406138991,0.15281702656922358,0.5594343548550762,medium,
0,28,0.5487129779547149,0.0969963181876179,0.5572200803254358,medium,
0,29,0.6004845461797286,0.1299677463007523,0.6143885621324434,medium,
0,30,0.648878420073774,0.07611212761260827,0.6533270697033419,medium,
0,31,0.62292108640742,0.059260610544852856,0.6257335693832874,low,
0,32,0.5460568472915398,0.1545233123462877,0.5674993696317594,low,
0,33,0.553691099653081,0.18164912769153602,0.5827265563076168,low,
0,34,0.5382165939901697,0.15316778293830377,0.5595868759867537,low,
0,35,0.5632082795294231,0.20223007628757744,0.5984150481779116,low,
0,36,0.5176441187411427,0.2449790444979703,0.5726867956487498,low,
0,37,0.499791103760409,0.22450343117770308,0.5478986566953871,low,
0,38,0.47332889436726505,0.20756424628329884,0.516839586891418,medium,
0,39,0.4525070621319152,0.11340565544701946,0.4665013225775732,medium,
0,40,0.5324358064372904,0.10686849222532033,0.5430550272366891,medium,
0,41,0.549509481871711,0.07950721965210822,0.5552315450726164,medium,
0,42,0.547981666518406,0.16795622869522905,0.5731432644616994,medium,
0,43,0.51626779834011,0.10289807128969108,0.5264223140009197,medium,
0,44,0.5199194152111893,0.1325256497622513,0.5365437970552376,medium,
0,45,0.5029713934898792,0.13711784709214692,0.5213266985876862,medium,
0,46,0.5368088767905175,0.086320810915785,0.5437049315559459,medium,
0,47,0.484689013193645,0.2085596214355052,0.5276557165462634,medium,
0,48,0.46841414662245884,0.2708113635578524,0.5410643283271498,medium,
0,49,0.3862464881428565,0.3159311174960783,0.4989978162327071,medium,
1,0,0.6790878608687055,0.2891882770636573,0.7380990329016026,medium,
1,1,0.719684160083235,0.30493357749109007,0.7816199696503578,medium,
1,2,0.7059782365781091,0.3220137733694617,0.7759498313432226,medium,
1,3,0.6765314350620864,0.2585185468986694,0.7242421015915642,medium,
1,4,0.6502404680429297,0.16723030240584877,0.6714005066452063,medium,
1,5,0.6152372666884756,0.16767381762544875,0.6376765664813147,high,
1,6,0.5881880900266677,0.17429437293102706,0.6134686281177215,high,
1,7,0.6356498857243323,0.1850390176440359,0.6620349048743779,high,
1,8,0.6901033489047387,0.15240537284061234,0.706731936338115,medium,
1,9,0.7023032104504916,0.16366579351173516,0.7211215510403869,low,
1,10,0.7008945099431886,0.23103581908675333,0.7379909645582319,medium,
1,11,0.6791002025586839,0.2185492852245252,0.7134009217735818,medium,
1,12,0.694389521335454,0.18707229009634116,0.7191473069284,medium,
1,13,0.6991198883283843,0.20723260153444026,0.7291871977723036,medium,
1,14,0.7047621306369418,0.26243376110133254,0.7520379908925566,medium,
1,15,0.7009547542573543,0.3108380863448907,0.7667841178836073,medium,
1,16,0.6523968405237798,0.27493529090916596,0.7079626061542502,medium,
1,17,0.6625086623124355,0.30701917291794734,0.7301907286307004,medium,
1,18,0.619801366862514,0.29300462265320126,0.6855694299345513,high,
1,19,0.6840502025701761,0.26497786262813194,0.7335788623721872,high,
1,20,0.6486601526519491,0.14064492834367512,0.6637326189869286,medium,
1,21,0.7079937010069027,0.16081311692776692,0.7260275058435977,medium,
1,22,0.6072373568853386,0.3022307944413223,0.6782924595672025,medium,
1,23,0.6101957610104736,0.3600931865950582,0.7085237962040051,medium,
1,24,0.5448676197743252,0.33282971711330245,0.6384797128118165,low,
1,25,0.597736811286992,0.30905100631323884,0.6729055060487816,low,
1,26,0.5341378990505983,0.2850383592369698,0.6054338621506821,medium,
1,27,0.5334816502726126,0.16271167578083845,0.5577434541193638,medium,
1,28,0.5425050584233142,0.16978133370013124,0.568451791876742,medium,
1,29,0.5712944718992603,0.16519085709887527,0.5946977323747886,medium,
1,30,0.6032946907491058,0.20307507879680903,0.6365563380521707,medium,
1,31,0.6263464535025339,0.1343720780907668,0.6405979512811706,medium,
1,32,0.5767133284623516,0.18525022926792956,0.6057358423190299,medium,
1,33,0.5625796127593601,0.14357767723769277,0.5806120650601764,medium,
1,34,0.6060015512006063,0.16656377468029274,0.6284754339616532,medium,
1,35,0.5548432692561917,0.23849591742561324,0.6039299264547037,low,
1,36,0.5325853825749226,0.27662356934152915,0.6001398077512644,low,
1,37,0.5390808791285859,0.21343147602308737,0.5797940920701442,low,
1,38,0.5244875860892135,0.12347063391409249,0.5388248559604856,low,
1,39,0.538057088065962,0.0446366671891494,0.5399054195651098,low,
1,40,0.5481463549123782,-0.06278350272277998,0.5517301828048455,medium,
1,41,0.6340232026036762,0.05387079599877605,0.6363076960884286,medium,
1,42,0.5852514909338288,0.0948411379129586,0.592886286804556,medium,
1,43,0.5367739432793216,0.20994327183992242,0.5763700578399992,medium,
1,44,0.49530118003042056,0.194108772587141,0.5319788290287627,medium,
1,45,0.480900105315818,0.20320360757857728,0.5220695522875408,medium,
1,46,0.4907120780307999,0.1567213212494029,0.5151309698120123,low,
1,47,0.4785736475287631,0.21108592032738466,0.5230583159356553,low,
1,48,0.3591312650053924,0.3115036013965702,0.4754048371518811,medium,
1,49,0.3702480423106506,0.301727143418522,0.47762211204085875,medium,
2,0,0.6818965073618055,0.26310398035911614,0.7308943502538784,medium,
2,1,0.7188270747880263,0.27872605113240456,0.7709737836192452,medium,
2,2,0.7495369462063188,0.27735539775056234,0.7992068883522381,medium,
2,3,0.7032446380748485,0.2524490448128913,0.7471837399247697,medium,
2,4,0.6734119254868024,0.175774739045269,0.6959744106461637,medium,
2,5,0.628942585238521,0.12412947751959225,0.641074802745983,high,
2,6,0.6466815829346111,0.11855536084934394,0.6574590810787637,high,
2,7,0.6372518652072818,0.15332235536979139,0.6554370178486261,high,
2,8,0.7171397728562638,0.12940527988217743,0.7287216068387972,medium,
2,9,0.7130672846687524,0.13439785717043698,0.7256223097981984,medium,
2,10,0.6987139976095117,0.2122254673777892,0.7302334554505057,medium,
2,11,0.7105728777290835,0.17540795369979906,0.7319028383503795,medium,
2,12,0.6879726473244101,0.14573470581635586,0.7032389124230376,medium,
2,13,0.6827060802086669,0.22110730731760153,0.7176183061371294,medium,
2,14,0.6912197709943616,0.2419395248020664,0.7323383818119513,medium,
2,15,0.6243961064510571,0.21118647681159336,0.659143554727901,medium,
2,16,0.6372105186131638,0.2276014374690015,0.6766384997686822,low,
2,17,0.601727378459455,0.18678328196764987,0.6300506586063495,medium,
2,18,0.6841626919984417,0.24258634343082033,0.7258971849660877,medium,
2,19,0.6396908248002745,0.21212663873594456,0.6739451477643157,high,
2,20,0.6969852344003813,0.1867282854866359,0.7215648755121974,medium,
2,21,0.6505219256646141,0.18256222390613755,0.6756535660883854,medium,
2,22,0.6612960735912257,0.2584124855587709,0.7099926123839837,medium,
2,23,0.5510287269704133,0.33474208102159286,0.6447363172284473,medium,
2,24,0.5820062631867551,0.3795353507469519,0.6948225477452659,medium,
2,25,0.5422912728013927,0.3652176242236611,0.6538071103927593,medium,
2,26,0.5851446107309324,0.2388342924682863,0.6320095210724925,medium,
2,27,0.572401984510472,0.17913896847997035,0.599778960867747,medium,
2,28,0.5695615576989389,0.052326005421494036,0.571960119983738,medium,
2,29,0.5485835651468823,0.18263444780789248,0.5781861892810632,high,
2,30,0.5945133483598809,0.18935776063405885,0.6239410892788056,medium,
2,31,0.5577909657659739,0.2354064478093416,0.605431215878691,medium,
2,32,0.585368130510731,0.1256192389112936,0.5986952825956463,low,
2,33,0.5523004439784315,0.1522243631015788,0.5728944380428682,medium,
2,34,0.5802856000203512,0.10768604071260386,0.5901929014782672,medium,
2,35,0.5150096439717927,0.29401426282733534,0.5930255644825561,low,
2,36,0.5111847557564504,0.27302688250448537,0.5795287163617521,low,
2,37,0.5192101197775207,0.1853729778709762,0.5513096130162622,low,
2,38,0.5309235244592101,0.12339427796192187,0.5450742487569317,low,
2,39,0.4960590482672422,-0.016652455928161097,0.49633847690486516,low,
2,40,0.5555103983747466,-0.06978670883140893,0.5598767609322516,medium,
2,41,0.5703417772804606,-0.03764633448335741,0.5715828806144105,medium,
2,42,0.5916151376610771,0.11901681500349799,0.6034678726852922,medium,
2,43,0.5321220672323475,0.14743978319480858,0.5521706114093351,medium,
2,44,0.47857974383946805,0.26140304052905045,0.545316532677383,medium,
2,45,0.48010718353682563,0.2134483768570499,0.5254170888604333,medium,
2,46,0.5125288947388119,0.14862465104287717,0.5336432842637534,medium,
2,47,0.4726721631070338,0.19473435788349258,0.5112146749816349,medium,
2,48,0.4014109466779353,0.26972561144462515,0.48361415775600813,medium,
2,49,0.34672399848448854,0.2599265750860453,0.43333515384864996,medium,
3,0,0.6381208793781153,0.24376114102856816,0.6830942472117949,low,
3,1,0.7441035035984673,0.23477015313826816,0.7802608851352733,low,
3,2,0.7440732273395015,0.2992593220395245,0.8019981979225249,medium,
3,3,0.7491945533390348,0.2749253668972716,0.7980453847473058,medium,
3,4,0.6742546209078644,0.2569187668480886,0.7215445561947996,medium,
3,5,0.6701136574768817,0.1950082203750334,0.6979115416375351,medium,
3,6,0.6254346699238684,0.1842900980281072,0.6520209862987444,high,
3,7,0.679988443963765,0.20056190437391022,0.7089494773327305,high,
3,8,0.7005768162584532,0.16433855020775937,0.719593659340616,medium,
3,9,0.7180401015415752,0.17025031265987375,0.7379476650702407,medium,
3,10,0.7139763812127474,0.17963847101233793,0.7362283974401563,high,
3,11,0.7099521747090268,0.15432539902862882,0.7265317743632566,high,
3,12,0.6783238144965192,0.15710371072984924,0.6962792351048509,medium,
3,13,0.6886504167663051,0.2226119930468833,0.7237371732616139,medium,
3,14,0.6183718733654938,0.19945813331031445,0.6497440424607104,medium,
3,15,0.6260894548323945,0.1779148210171992,0.650877629812169,medium,
3,16,0.5435078860109538,0.10571120647868193,0.5536927679961825,medium,
3,17,0.6286689848520983,0.1355420344131879,0.6431145586968418,medium,
3,18,0.6163904715106937,0.1270323160504417,0.6293444388332311,high,
3,19,0.6839508504496239,0.1973533948588147,0.711854710101059,high,
3,20,0.6214927040372575,0.18969274822892063,0.6497972913933874,medium,
3,21,0.6648441058481775,0.20391944269477374,0.69541413861814,high,
3,22,0.6304341327005457,0.22280616633901876,0.6686477274563787,medium,
3,23,0.6202904026995599,0.2927350212821773,0.685896476420647,medium,
3,24,0.5577371288473916,0.3115885256608355,0.6388725336234335,medium,
3,25,0.6225782564509752,0.26731250236848625,0.6775394153317121,medium,
3,26,0.6096099738897642,0.21776052036286078,0.6473360522129004,medium,
3,27,0.6183962382621861,0.07815242147947016,0.6233150956618388,medium,
3,28,0.6036252975299962,0.06659285890188194,0.6072875008386905,medium,
3,29,0.5699950216329049,0.022714754836419115,0.5704474426041144,medium,
3,30,0.5273371634835529,0.1758754892926239,0.5558926800424693,medium,
3,31,0.5871301581056193,0.14983409792598384,0.6059472579840779,low,
3,32,0.5485812891351396,0.11798527324289057,0.5611256147168574,low,
3,33,0.536521113621762,0.05180353975077111,0.5390162447391038,low,
3,34,0.5568470694516079,0.1790704248927847,0.584931513792962,medium,
3,35,0.4961602927517569,0.2521832655008672,0.5565711414564989,low,
3,36,0.4572005759875371,0.3142816266432564,0.5548020435514517,low,
3,37,0.47888562076524294,0.18907222215754732,0.5148589544402477,low,
3,38,0.467718845742016,0.11719447089127438,0.482177833034379,low,
3,39,0.47142579278504504,0.0485658544095338,0.473920795405241,low,
3,40,0.48076246462607863,-0.022916761395396876,0.4813083474719662,medium,
3,41,0.5326041244375876,0.08669597101757874,0.539614070200741,medium,
3,42,0.5247596961485348,0.10261290704566545,0.5346981834589163,medium,
3,43,0.5098065533443907,0.15052097404755793,0.5315630587814701,medium,
3,44,0.47384340486064014,0.17354036329628525,0.5046224628600388,medium,
3,45,0.46786081578972516,0.2035906714295903,0.5102380860388399,medium,
3,46,0.4910258289023565,0.10047158412337093,0.5011994651488625,medium,
3,47,0.4808135963026016,0.12598657726567852,0.4970456035823694,medium,
3,48,0.42326595323422644,0.1827583353641361,0.4610365238376982,medium,
3,49,0.377379518306969,0.20402486612009801,0.4290005207839775,medium,
4,0,0.6075327297629052,0.2436345398483985,0.6545638293858805,medium,
4,1,0.6612740351687226,0.24583270576984947,0.7054906582049478,medium,
4,2,0.7317758238085688,0.2976961058272283,0.7900119161983608,low,
4,3,0.7007998957856114,0.33921360081516844,0.7785797074873686,low,
4,4,0.6908234205938251,0.28718441125925936,0.748138947329492,low,
4,5,0.630415797245689,0.2671850684974817,0.6846984286858863,medium,
4,6,0.6644452805734603,0.28069205487739235,0.7213012966490754,medium,
4,7,0.6536875596012036,0.2786075652220611,0.7105839858710175,medium,
4,8,0.7421474501448656,0.20961688637021478,0.7711822591372737,medium,
4,9,0.7526449481792348,0.16276429756555863,0.7700432679932555,high,
4,10,0.7333440641177762,0.1829484927677149,0.7558198643742803,medium,
4,11,0.7159305933912644,0.13608196457921437,0.7287488700761783,medium,
4,12,0.7010143294008708,0.1311314024408633,0.7131735656426563,medium,
4,13,0.6892377217746432,0.20473420079205187,0.7190025939390348,medium,
4,14,0.705820421368791,0.21113733257796127,0.7367234490834089,medium,
4,15,0.6034170203842628,0.151421028875602,0.6221257336545143,medium,
4,16,0.6333217966516199,0.11542036449511561,0.6437533368101646,medium,
4,17,0.58234206782843,0.07698387334616301,0.5874085466845627,medium,
4,18,0.6754302152458423,0.14236631602292024,0.6902710653105654,high,
4,19,0.6248200922128209,0.13680476324918925,0.6396215215895292,high,
4,20,0.6241062203152482,0.2222204701789201,0.6624881218578379,medium,
4,21,0.6170710945355373,0.20965995023923087,0.6517162192592745,medium,
4,22,0.636618939559494,0.2751278983734955,0.6935265205233837,medium,
4,23,0.5716366598510854,0.2951581951651458,0.6433403695236697,medium,
4,24,0.567956549934446,0.2689274220847345,0.6284079892574409,low,
4,25,0.6159964501171757,0.1497754960706722,0.6339434720700088,low,
4,26,0.612604716235756,0.13044411060487082,0.6263387297188214,medium,
4,27,0.6327854573048356,0.15974849270498687,0.6526385032297781,low,
4,28,0.6029352939912608,0.051684955663177434,0.6051465139800715,medium,
4,29,0.5547072882019751,0.059833549066868955,0.5579249314901841,medium,
